-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2014 through 12/31/2024 in LST
Location: Latitude  56.269   Longitude 9.148 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 36.83 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WD50M     MERRA-2 Wind Direction at 50 Meters (Degrees) 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
PS        MERRA-2 Surface Pressure (kPa) 
T2M       MERRA-2 Temperature at 2 Meters (C) 
QV2M      MERRA-2 Specific Humidity at 2 Meters (g/kg) 
-END HEADER-
YEAR,MO,DY,HR,WD50M,WS50M,PS,T2M,QV2M
2021,7,4,16,154.2,3.35,100.56,22.67,12.22
2021,7,4,17,148.5,3.46,100.54,22.4,12.39
2021,7,4,18,143.8,3.73,100.56,21.9,12.81
2021,7,4,19,140.4,4.05,100.58,21.0,13.09
2021,7,4,20,135.9,4.65,100.59,19.45,12.78
2021,7,4,21,133.5,5.46,100.59,18.15,12.07
2021,7,4,22,133.1,6.06,100.59,17.57,11.87
2021,7,4,23,133.1,6.41,100.56,17.07,11.65
2021,7,5,0,133.3,6.55,100.53,16.41,11.37
2021,7,5,1,132.9,6.57,100.49,15.81,11.15
2021,7,5,2,132.2,6.52,100.47,15.32,10.98
2021,7,5,3,131.2,6.43,100.45,14.91,10.77
2021,7,5,4,129.0,6.24,100.42,15.5,10.86
2021,7,5,5,124.4,5.43,100.4,16.73,11.32
2021,7,5,6,122.4,5.69,100.37,17.78,11.67
2021,7,5,7,123.2,6.3,100.33,18.93,11.85
2021,7,5,8,126.9,6.73,100.29,20.09,12.0
2021,7,5,9,133.1,7.08,100.26,21.16,12.12
2021,7,5,10,140.6,7.39,100.23,21.8,12.24
2021,7,5,11,148.4,7.52,100.19,22.02,12.29
2021,7,5,12,155.8,7.41,100.16,21.91,12.34
2021,7,5,13,163.9,7.19,100.14,21.52,12.41
2021,7,5,14,173.8,6.62,100.15,20.64,12.45
2021,7,5,15,188.5,5.79,100.17,19.8,12.48
2021,7,5,16,207.2,5.4,100.19,18.94,12.28
2021,7,5,17,225.3,5.33,100.22,18.12,11.91
2021,7,5,18,240.3,5.39,100.24,17.31,11.38
2021,7,5,19,245.6,5.38,100.29,16.5,10.86
2021,7,5,20,244.9,5.47,100.33,15.53,10.43
2021,7,5,21,240.0,5.53,100.36,14.53,10.02
2021,7,5,22,233.5,5.48,100.38,13.91,9.72
2021,7,5,23,227.6,5.29,100.38,13.39,9.49
2021,7,6,0,221.6,4.92,100.38,12.88,9.28
2021,7,6,1,212.3,4.51,100.38,12.38,9.07
2021,7,6,2,198.0,4.4,100.36,11.98,8.93
2021,7,6,3,180.7,4.65,100.35,11.69,8.8
2021,7,6,4,161.2,5.01,100.32,12.6,9.03
2021,7,6,5,145.0,5.26,100.28,13.79,9.47
2021,7,6,6,132.4,5.52,100.25,14.6,9.86
2021,7,6,7,125.5,6.44,100.19,15.71,10.3
2021,7,6,8,125.8,8.33,100.13,16.99,10.69
2021,7,6,9,132.0,9.74,100.11,18.21,10.96
2021,7,6,10,133.8,10.32,100.07,18.44,11.18
2021,7,6,11,137.0,10.49,100.01,19.08,11.77
2021,7,6,12,145.3,10.04,99.99,19.84,12.44
2021,7,6,13,155.9,9.41,99.99,20.39,13.06
2021,7,6,14,165.0,8.57,100.03,20.4,13.39
2021,7,6,15,163.5,6.88,100.01,20.42,13.54
2021,7,6,16,143.9,5.45,99.96,20.74,13.67
2021,7,6,17,113.4,6.8,99.83,20.34,13.81
2021,7,6,18,122.9,7.79,99.73,19.89,13.93
2021,7,6,19,178.5,7.86,99.81,19.49,13.59
2021,7,6,20,232.9,9.06,100.02,17.97,12.06
2021,7,6,21,247.3,8.64,100.15,15.67,10.28
2021,7,6,22,224.3,6.72,100.21,14.37,9.72
2021,7,6,23,200.0,7.25,100.23,14.06,9.65
2021,7,7,0,187.3,8.06,100.29,14.2,9.78
2021,7,7,1,183.8,7.99,100.3,14.0,9.72
2021,7,7,2,182.1,8.06,100.34,13.78,9.6
2021,7,7,3,183.7,8.09,100.38,13.51,9.43
2021,7,7,4,184.0,8.07,100.46,13.62,9.41
2021,7,7,5,181.2,7.72,100.53,14.3,9.71
2021,7,7,6,189.9,8.37,100.6,15.45,10.14
2021,7,7,7,199.3,9.39,100.67,16.62,10.24
2021,7,7,8,205.2,9.76,100.73,17.79,10.17
2021,7,7,9,209.2,9.81,100.79,18.91,10.06
2021,7,7,10,210.5,9.62,100.83,19.81,10.01
2021,7,7,11,210.4,9.46,100.88,20.41,9.93
2021,7,7,12,210.9,9.32,100.93,20.68,9.87
2021,7,7,13,212.9,9.17,100.97,20.53,9.85
2021,7,7,14,215.4,9.08,101.01,20.21,9.83
2021,7,7,15,217.2,8.97,101.06,19.85,9.77
2021,7,7,16,217.1,8.67,101.09,19.67,9.81
2021,7,7,17,215.4,7.7,101.11,19.3,10.01
2021,7,7,18,211.1,6.27,101.14,18.89,10.51
2021,7,7,19,204.8,5.37,101.18,18.03,11.01
2021,7,7,20,200.5,5.24,101.24,16.31,10.61
2021,7,7,21,201.6,5.43,101.3,15.01,10.21
2021,7,7,22,204.9,5.63,101.34,14.34,10.09
2021,7,7,23,209.7,5.67,101.37,13.62,9.9
2021,7,8,0,213.3,5.5,101.38,12.86,9.63
2021,7,8,1,213.9,5.38,101.39,12.2,9.35
2021,7,8,2,212.6,5.39,101.4,11.69,9.09
2021,7,8,3,210.2,5.62,101.43,11.34,8.88
2021,7,8,4,206.5,5.87,101.49,12.07,8.86
2021,7,8,5,204.3,5.08,101.52,13.87,9.21
2021,7,8,6,202.1,3.91,101.55,15.04,9.52
2021,7,8,7,208.4,4.21,101.58,16.95,9.51
2021,7,8,8,211.4,4.38,101.61,18.53,9.52
2021,7,8,9,211.1,4.45,101.63,19.68,9.78
2021,7,8,10,208.5,4.14,101.62,20.63,10.2
2021,7,8,11,205.7,3.94,101.62,21.38,10.55
2021,7,8,12,202.9,3.88,101.61,21.77,10.67
2021,7,8,13,200.5,3.6,101.61,21.61,10.66
2021,7,8,14,197.2,2.98,101.61,21.68,10.76
2021,7,8,15,192.7,2.23,101.59,21.72,10.85
2021,7,8,16,187.3,1.72,101.58,21.68,11.13
2021,7,8,17,173.0,1.47,101.59,21.24,11.0
2021,7,8,18,179.1,1.29,101.61,21.04,11.11
2021,7,8,19,210.5,0.59,101.63,20.52,11.24
2021,7,8,20,319.9,1.07,101.65,19.6,10.87
2021,7,8,21,343.6,2.23,101.67,18.41,10.94
2021,7,8,22,358.0,3.13,101.67,17.55,10.93
2021,7,8,23,9.9,3.55,101.66,16.78,10.6
2021,7,9,0,21.5,3.69,101.66,16.33,10.48
2021,7,9,1,28.5,3.56,101.64,15.91,10.38
2021,7,9,2,22.9,3.24,101.63,15.5,10.18
2021,7,9,3,16.0,3.73,101.6,14.99,10.02
2021,7,9,4,14.8,3.91,101.6,15.21,10.24
2021,7,9,5,13.9,3.78,101.61,16.78,11.18
2021,7,9,6,11.8,3.57,101.63,17.7,11.58
2021,7,9,7,17.8,3.56,101.62,18.67,11.91
2021,7,9,8,24.8,3.56,101.61,19.66,12.06
2021,7,9,9,24.3,3.3,101.6,20.54,12.07
2021,7,9,10,18.8,3.25,101.58,21.15,11.85
2021,7,9,11,11.3,3.41,101.56,21.01,11.38
2021,7,9,12,5.1,3.85,101.54,20.79,11.32
2021,7,9,13,2.8,4.45,101.5,20.67,11.38
2021,7,9,14,3.0,4.83,101.48,20.44,11.52
2021,7,9,15,1.3,5.01,101.47,20.06,11.68
2021,7,9,16,355.9,5.08,101.46,19.54,11.82
2021,7,9,17,348.8,5.29,101.43,18.95,11.88
2021,7,9,18,342.3,5.6,101.39,18.27,11.77
2021,7,9,19,336.7,5.92,101.37,17.5,11.45
2021,7,9,20,333.6,6.42,101.35,16.48,10.89
2021,7,9,21,332.0,6.76,101.31,15.69,10.37
2021,7,9,22,332.8,6.93,101.27,15.3,10.1
2021,7,9,23,331.2,7.11,101.22,15.11,10.01
2021,7,10,0,327.7,7.18,101.16,14.91,10.0
2021,7,10,1,324.0,6.85,101.13,14.77,10.03
2021,7,10,2,320.8,6.9,101.1,14.94,10.12
2021,7,10,3,317.6,7.2,101.02,15.02,10.18
2021,7,10,4,314.5,7.42,100.95,15.11,10.22
2021,7,10,5,307.4,7.34,100.9,15.29,10.35
2021,7,10,6,302.4,7.42,100.87,15.57,10.49
2021,7,10,7,301.0,7.21,100.86,15.93,10.71
2021,7,10,8,299.5,6.74,100.84,16.4,10.94
2021,7,10,9,296.6,6.67,100.83,16.89,10.99
2021,7,10,10,298.4,6.72,100.82,17.76,10.96
2021,7,10,11,296.4,6.6,100.81,18.58,10.79
2021,7,10,12,290.5,6.77,100.8,19.65,10.77
2021,7,10,13,285.6,7.08,100.8,20.59,10.75
2021,7,10,14,282.7,7.27,100.81,20.74,10.63
2021,7,10,15,279.4,7.45,100.83,20.29,10.38
2021,7,10,16,276.1,7.64,100.86,19.42,10.03
2021,7,10,17,273.6,7.69,100.88,18.33,9.71
2021,7,10,18,271.4,7.43,100.9,17.16,9.53
2021,7,10,19,267.1,6.78,100.93,16.04,9.56
2021,7,10,20,262.0,6.57,100.98,15.03,9.59
2021,7,10,21,259.9,6.77,101.03,14.16,9.47
2021,7,10,22,260.2,6.73,101.06,13.83,9.43
2021,7,10,23,259.8,6.5,101.1,13.58,9.39
2021,7,11,0,259.3,6.32,101.12,13.4,9.29
2021,7,11,1,259.7,6.18,101.13,13.28,9.19
2021,7,11,2,258.2,6.18,101.14,13.19,9.07
2021,7,11,3,254.8,6.31,101.15,12.87,8.95
2021,7,11,4,254.7,6.38,101.18,13.25,8.94
2021,7,11,5,254.4,5.66,101.22,14.28,9.14
2021,7,11,6,258.3,5.66,101.26,15.34,9.19
2021,7,11,7,260.4,5.32,101.29,16.4,9.3
2021,7,11,8,262.5,4.88,101.32,17.45,9.38
2021,7,11,9,264.1,4.5,101.36,18.45,9.49
2021,7,11,10,265.0,4.04,101.39,19.33,9.63
2021,7,11,11,266.2,3.49,101.41,20.07,9.77
2021,7,11,12,267.6,2.9,101.43,20.65,9.88
2021,7,11,13,266.5,2.31,101.43,21.0,9.89
2021,7,11,14,261.3,1.84,101.42,21.33,9.9
2021,7,11,15,254.0,1.63,101.41,21.49,9.83
2021,7,11,16,253.5,1.48,101.39,21.48,9.75
2021,7,11,17,261.1,1.1,101.37,21.25,9.7
2021,7,11,18,288.1,0.52,101.35,20.83,9.96
2021,7,11,19,35.2,0.42,101.36,20.24,10.35
2021,7,11,20,55.3,1.35,101.37,18.71,9.99
2021,7,11,21,69.1,2.24,101.39,17.2,9.42
2021,7,11,22,82.1,2.98,101.41,16.03,9.24
2021,7,11,23,93.2,3.59,101.42,15.13,9.13
2021,7,12,0,101.6,4.12,101.41,14.37,9.08
2021,7,12,1,105.9,4.6,101.39,13.74,9.07
2021,7,12,2,108.0,5.06,101.37,13.26,9.05
2021,7,12,3,107.0,5.61,101.34,12.94,9.05
2021,7,12,4,104.5,6.14,101.32,13.56,9.13
2021,7,12,5,102.3,6.12,101.29,15.5,9.68
2021,7,12,6,99.6,5.54,101.27,16.97,10.17
2021,7,12,7,101.1,6.31,101.25,18.64,10.54
2021,7,12,8,102.9,6.97,101.22,20.1,10.77
2021,7,12,9,104.7,7.22,101.19,21.32,10.98
2021,7,12,10,106.0,7.31,101.16,22.35,11.18
2021,7,12,11,107.6,7.37,101.13,23.18,11.48
2021,7,12,12,112.5,7.18,101.12,23.81,11.87
2021,7,12,13,116.8,6.87,101.11,24.26,12.25
2021,7,12,14,117.0,6.51,101.07,24.44,12.53
2021,7,12,15,111.5,6.42,101.01,24.25,12.66
2021,7,12,16,107.1,6.41,100.98,23.67,12.82
2021,7,12,17,102.7,6.2,100.97,22.91,13.23
2021,7,12,18,93.8,6.38,100.96,21.79,13.46
2021,7,12,19,87.9,6.98,100.97,20.64,13.11
2021,7,12,20,86.2,7.47,100.99,19.28,12.46
2021,7,12,21,85.7,7.73,101.0,18.18,11.78
2021,7,12,22,86.7,7.55,101.0,17.76,11.37
2021,7,12,23,89.8,7.02,100.99,17.54,11.22
2021,7,13,0,91.8,6.49,100.97,17.28,11.17
2021,7,13,1,90.7,6.27,100.95,17.1,11.12
2021,7,13,2,87.5,6.23,100.91,16.91,11.04
2021,7,13,3,82.6,6.51,100.87,16.75,10.96
2021,7,13,4,82.1,7.06,100.84,16.92,11.04
2021,7,13,5,81.0,6.76,100.83,17.86,11.47
2021,7,13,6,78.2,6.07,100.84,18.78,11.91
2021,7,13,7,81.0,6.49,100.85,19.97,12.16
2021,7,13,8,80.8,6.69,100.85,21.33,12.8
2021,7,13,9,79.0,6.61,100.84,22.6,13.43
2021,7,13,10,78.7,6.41,100.83,23.69,13.91
2021,7,13,11,80.1,6.13,100.8,24.42,14.17
2021,7,13,12,82.1,5.93,100.78,24.79,14.3
2021,7,13,13,83.5,5.72,100.75,24.94,14.32
2021,7,13,14,82.8,5.52,100.72,24.91,14.35
2021,7,13,15,80.8,5.32,100.69,24.6,14.31
2021,7,13,16,78.6,5.19,100.67,24.12,14.38
2021,7,13,17,78.3,5.04,100.68,23.63,14.52
2021,7,13,18,77.8,4.82,100.68,23.11,14.77
2021,7,13,19,79.6,4.91,100.7,22.26,14.93
2021,7,13,20,83.3,5.23,100.72,20.89,14.28
2021,7,13,21,87.8,5.24,100.72,19.9,13.64
2021,7,13,22,90.1,5.05,100.72,19.48,13.43
2021,7,13,23,94.2,4.77,100.71,19.07,13.25
2021,7,14,0,102.2,4.43,100.71,18.49,12.98
2021,7,14,1,113.5,4.04,100.7,17.75,12.61
2021,7,14,2,120.3,3.33,100.67,17.4,12.3
2021,7,14,3,116.7,2.56,100.64,17.41,12.07
2021,7,14,4,108.7,2.12,100.62,17.68,11.95
2021,7,14,5,98.1,1.91,100.62,18.92,12.83
2021,7,14,6,86.9,1.64,100.64,20.03,13.06
2021,7,14,7,81.4,1.87,100.66,21.69,13.32
2021,7,14,8,82.4,2.41,100.68,23.61,12.88
2021,7,14,9,86.0,2.56,100.7,24.6,12.96
2021,7,14,10,95.8,2.39,100.71,25.28,13.12
2021,7,14,11,103.8,2.09,100.71,25.76,13.23
2021,7,14,12,113.3,2.07,100.7,25.97,13.46
2021,7,14,13,120.2,1.75,100.67,26.21,13.44
2021,7,14,14,105.3,0.98,100.66,26.65,13.09
2021,7,14,15,48.0,0.67,100.65,26.61,13.19
2021,7,14,16,19.2,1.12,100.65,26.39,12.86
2021,7,14,17,11.1,1.61,100.64,26.18,12.73
2021,7,14,18,3.3,2.11,100.63,25.73,12.97
2021,7,14,19,356.9,3.11,100.63,24.25,14.86
2021,7,14,20,354.6,4.58,100.66,21.92,13.49
2021,7,14,21,354.7,5.46,100.68,20.6,12.82
2021,7,14,22,356.0,5.91,100.71,19.81,12.72
2021,7,14,23,355.0,6.01,100.74,19.1,12.67
2021,7,15,0,352.0,5.96,100.75,18.45,12.69
2021,7,15,1,348.7,5.96,100.74,17.86,12.75
2021,7,15,2,345.0,5.85,100.73,17.41,12.63
2021,7,15,3,341.1,5.62,100.74,17.02,12.4
2021,7,15,4,334.9,5.17,100.74,17.27,12.26
2021,7,15,5,323.3,4.23,100.76,18.41,12.53
2021,7,15,6,310.5,3.77,100.79,19.29,12.81
2021,7,15,7,310.6,4.26,100.8,20.64,12.78
2021,7,15,8,311.2,4.46,100.82,21.73,12.83
2021,7,15,9,312.5,4.42,100.83,22.72,12.94
2021,7,15,10,314.9,4.45,100.84,23.77,13.05
2021,7,15,11,316.1,4.62,100.85,24.62,13.19
2021,7,15,12,316.8,4.9,100.85,25.1,13.32
2021,7,15,13,316.5,5.1,100.86,25.26,13.25
2021,7,15,14,315.3,5.3,100.88,25.14,13.1
2021,7,15,15,312.8,5.55,100.89,24.69,12.88
2021,7,15,16,310.7,5.91,100.92,23.75,12.57
2021,7,15,17,308.8,6.2,100.94,22.46,12.19
2021,7,15,18,306.4,6.23,100.96,20.99,11.85
2021,7,15,19,303.1,5.77,100.98,19.45,11.73
2021,7,15,20,297.5,5.48,101.01,17.81,11.62
2021,7,15,21,295.3,5.45,101.04,16.73,11.44
2021,7,15,22,295.3,5.17,101.06,16.17,11.51
2021,7,15,23,297.3,4.86,101.08,15.77,11.52
2021,7,16,0,302.9,4.62,101.09,15.51,11.48
2021,7,16,1,312.1,4.42,101.1,15.34,11.43
2021,7,16,2,323.9,4.23,101.1,15.22,11.39
2021,7,16,3,337.1,4.03,101.12,15.14,11.34
2021,7,16,4,350.1,3.73,101.15,15.64,11.24
2021,7,16,5,358.8,3.45,101.19,17.8,12.05
2021,7,16,6,358.4,2.78,101.22,19.2,12.57
2021,7,16,7,356.5,2.43,101.26,20.86,13.2
2021,7,16,8,358.6,2.43,101.3,23.01,13.03
2021,7,16,9,350.4,2.71,101.33,24.3,13.42
2021,7,16,10,347.1,3.46,101.36,25.64,13.74
2021,7,16,11,345.7,4.46,101.38,26.52,14.22
2021,7,16,12,345.6,5.45,101.4,26.94,14.51
2021,7,16,13,346.1,6.3,101.42,26.99,14.52
2021,7,16,14,345.8,6.87,101.44,26.68,14.33
2021,7,16,15,343.9,7.15,101.47,26.03,14.04
2021,7,16,16,340.3,7.22,101.5,24.95,13.57
2021,7,16,17,334.5,7.14,101.52,23.55,12.94
2021,7,16,18,326.7,6.81,101.56,22.0,12.46
2021,7,16,19,316.9,6.54,101.6,20.18,12.08
2021,7,16,20,308.7,6.87,101.65,18.1,11.48
2021,7,16,21,303.6,7.27,101.68,16.83,11.04
2021,7,16,22,300.8,7.55,101.69,16.35,10.98
2021,7,16,23,299.8,7.88,101.68,16.1,11.08
2021,7,17,0,299.6,8.18,101.67,15.96,11.17
2021,7,17,1,300.8,8.48,101.63,15.9,11.2
2021,7,17,2,303.1,8.77,101.62,15.9,11.17
2021,7,17,3,305.1,9.0,101.61,15.9,11.1
2021,7,17,4,306.8,8.87,101.62,16.07,11.01
2021,7,17,5,309.3,8.29,101.63,16.75,11.07
2021,7,17,6,316.9,8.84,101.65,17.64,10.91
2021,7,17,7,321.1,9.26,101.67,18.55,10.52
2021,7,17,8,321.8,9.22,101.68,19.38,10.39
2021,7,17,9,321.1,9.17,101.68,20.08,10.38
2021,7,17,10,318.1,9.16,101.67,20.79,10.46
2021,7,17,11,314.3,9.35,101.66,21.37,10.5
2021,7,17,12,310.8,9.65,101.65,21.65,10.45
2021,7,17,13,307.5,10.03,101.63,21.67,10.28
2021,7,17,14,304.4,10.36,101.62,21.42,10.19
2021,7,17,15,302.4,10.52,101.6,21.13,10.17
2021,7,17,16,301.1,10.56,101.58,20.7,10.33
2021,7,17,17,300.0,10.47,101.54,20.18,10.63
2021,7,17,18,297.9,10.03,101.51,19.41,10.93
2021,7,17,19,295.1,9.75,101.49,18.37,11.03
2021,7,17,20,291.4,9.76,101.5,17.3,10.97
2021,7,17,21,288.6,9.7,101.5,16.69,10.94
2021,7,17,22,287.8,9.73,101.5,16.38,10.89
2021,7,17,23,288.0,9.73,101.5,16.11,10.79
2021,7,18,0,287.5,9.66,101.48,15.86,10.69
2021,7,18,1,285.7,9.61,101.46,15.6,10.6
2021,7,18,2,283.8,9.62,101.44,15.39,10.48
2021,7,18,3,283.2,9.71,101.43,15.23,10.33
2021,7,18,4,284.2,9.55,101.41,15.13,10.08
2021,7,18,5,287.4,9.44,101.4,15.4,9.77
2021,7,18,6,292.7,10.36,101.38,15.74,9.33
2021,7,18,7,294.4,10.9,101.38,16.2,8.93
2021,7,18,8,294.0,11.19,101.38,16.64,8.71
2021,7,18,9,292.9,11.44,101.35,17.07,8.61
2021,7,18,10,292.1,11.57,101.33,17.42,8.5
2021,7,18,11,291.0,11.71,101.32,17.63,8.34
2021,7,18,12,290.9,11.92,101.33,17.63,8.18
2021,7,18,13,292.1,11.92,101.33,17.27,8.02
2021,7,18,14,293.9,11.79,101.33,17.2,8.02
2021,7,18,15,294.6,11.5,101.31,17.21,8.09
2021,7,18,16,295.1,11.47,101.29,16.97,8.18
2021,7,18,17,295.8,11.47,101.27,16.51,8.26
2021,7,18,18,295.7,11.04,101.26,15.9,8.32
2021,7,18,19,293.6,10.32,101.26,15.12,8.45
2021,7,18,20,291.8,10.06,101.27,14.23,8.48
2021,7,18,21,289.9,9.21,101.28,13.55,8.5
2021,7,18,22,291.1,8.94,101.28,13.2,8.53
2021,7,18,23,294.2,8.84,101.29,12.93,8.51
2021,7,19,0,297.1,8.95,101.29,12.7,8.45
2021,7,19,1,298.7,8.94,101.28,12.6,8.35
2021,7,19,2,297.9,8.55,101.26,12.3,8.3
2021,7,19,3,298.2,8.63,101.25,12.12,8.25
2021,7,19,4,299.6,8.46,101.26,12.51,8.31
2021,7,19,5,298.1,7.33,101.29,13.79,8.63
2021,7,19,6,297.9,6.63,101.32,15.16,8.93
2021,7,19,7,303.0,6.51,101.35,16.48,8.93
2021,7,19,8,303.1,5.64,101.37,17.61,9.08
2021,7,19,9,302.5,4.8,101.37,18.68,9.29
2021,7,19,10,302.7,4.18,101.37,19.71,9.35
2021,7,19,11,303.9,3.91,101.37,20.55,9.46
2021,7,19,12,305.4,3.92,101.37,21.09,9.55
2021,7,19,13,305.8,4.12,101.35,21.29,9.58
2021,7,19,14,303.9,4.52,101.33,21.22,9.59
2021,7,19,15,301.5,5.09,101.33,20.9,9.55
2021,7,19,16,299.9,5.9,101.33,20.14,9.47
2021,7,19,17,298.3,6.68,101.33,18.88,9.32
2021,7,19,18,296.0,7.16,101.34,17.28,9.09
2021,7,19,19,291.9,7.13,101.35,15.64,8.86
2021,7,19,20,286.7,7.19,101.37,14.18,8.67
2021,7,19,21,283.9,7.31,101.38,13.41,8.51
2021,7,19,22,282.5,7.53,101.38,13.14,8.41
2021,7,19,23,281.1,7.71,101.36,12.9,8.35
2021,7,20,0,280.8,7.97,101.33,12.71,8.31
2021,7,20,1,282.2,8.3,101.3,12.59,8.28
2021,7,20,2,283.5,8.6,101.28,12.53,8.24
2021,7,20,3,284.8,8.82,101.26,12.45,8.18
2021,7,20,4,287.1,9.29,101.25,12.79,8.19
2021,7,20,5,289.3,9.04,101.25,13.7,8.39
2021,7,20,6,294.5,9.64,101.24,14.66,8.59
2021,7,20,7,300.0,10.29,101.23,15.6,8.74
2021,7,20,8,302.9,10.25,101.24,16.45,8.98
2021,7,20,9,303.1,10.18,101.22,17.51,9.31
2021,7,20,10,301.3,10.15,101.22,18.4,9.64
2021,7,20,11,298.0,10.19,101.23,19.0,9.92
2021,7,20,12,295.0,10.34,101.22,19.3,10.07
2021,7,20,13,292.1,10.4,101.21,19.31,10.09
2021,7,20,14,289.4,10.33,101.21,18.8,9.93
2021,7,20,15,287.6,10.29,101.21,18.08,9.72
2021,7,20,16,287.1,10.26,101.21,17.41,9.42
2021,7,20,17,286.6,10.09,101.22,16.63,9.03
2021,7,20,18,285.3,9.52,101.23,15.79,8.69
2021,7,20,19,282.3,8.93,101.25,15.02,8.47
2021,7,20,20,278.2,8.67,101.27,14.33,8.4
2021,7,20,21,275.2,8.67,101.29,13.92,8.47
2021,7,20,22,273.9,8.44,101.31,13.52,8.58
2021,7,20,23,275.7,8.39,101.32,13.33,8.65
2021,7,21,0,276.0,7.98,101.31,13.1,8.66
2021,7,21,1,277.0,8.07,101.31,12.99,8.68
2021,7,21,2,278.6,8.13,101.29,12.95,8.74
2021,7,21,3,280.1,8.12,101.3,12.82,8.8
2021,7,21,4,280.9,7.9,101.32,13.04,8.88
2021,7,21,5,279.9,7.03,101.36,14.25,9.14
2021,7,21,6,282.4,6.69,101.4,15.5,9.34
2021,7,21,7,286.4,6.54,101.45,16.65,9.36
2021,7,21,8,286.0,5.81,101.49,17.65,9.5
2021,7,21,9,284.3,5.15,101.51,18.62,9.74
2021,7,21,10,282.8,4.64,101.54,19.39,9.94
2021,7,21,11,281.8,4.27,101.56,19.94,10.11
2021,7,21,12,280.4,3.98,101.58,20.22,10.19
2021,7,21,13,279.2,3.82,101.59,20.35,10.23
2021,7,21,14,279.0,3.72,101.6,20.28,10.18
2021,7,21,15,279.7,3.69,101.6,19.97,10.06
2021,7,21,16,280.9,3.74,101.6,19.53,9.94
2021,7,21,17,281.8,3.96,101.59,18.86,9.84
2021,7,21,18,281.9,4.45,101.59,17.93,9.81
2021,7,21,19,281.4,5.07,101.61,16.7,9.84
2021,7,21,20,281.0,5.79,101.63,15.16,9.59
2021,7,21,21,281.6,6.15,101.65,14.21,9.25
2021,7,21,22,282.6,5.99,101.65,13.57,8.98
2021,7,21,23,283.8,5.57,101.65,12.95,8.78
2021,7,22,0,284.2,5.02,101.64,12.45,8.7
2021,7,22,1,283.2,4.42,101.62,12.1,8.67
2021,7,22,2,279.4,3.86,101.61,11.97,8.65
2021,7,22,3,272.1,3.5,101.59,11.95,8.63
2021,7,22,4,260.9,3.4,101.58,12.05,8.63
2021,7,22,5,250.7,3.69,101.57,13.75,9.11
2021,7,22,6,246.7,3.72,101.58,15.59,9.35
2021,7,22,7,249.3,4.0,101.58,16.93,9.42
2021,7,22,8,253.9,4.25,101.57,18.06,9.63
2021,7,22,9,261.5,4.35,101.56,19.17,9.88
2021,7,22,10,269.5,4.47,101.54,20.09,10.0
2021,7,22,11,276.1,4.77,101.52,20.73,9.94
2021,7,22,12,282.1,5.2,101.5,21.07,9.77
2021,7,22,13,286.7,5.61,101.47,21.02,9.64
2021,7,22,14,289.1,5.89,101.44,20.71,9.57
2021,7,22,15,288.6,6.05,101.41,20.12,9.56
2021,7,22,16,286.5,6.23,101.38,19.23,9.55
2021,7,22,17,283.8,6.42,101.35,18.16,9.48
2021,7,22,18,280.8,6.58,101.32,16.95,9.39
2021,7,22,19,277.2,6.44,101.3,15.72,9.4
2021,7,22,20,273.1,6.56,101.3,14.34,9.34
2021,7,22,21,270.3,6.82,101.3,13.63,9.27
2021,7,22,22,268.2,6.9,101.3,13.24,9.3
2021,7,22,23,267.1,7.07,101.29,13.0,9.31
2021,7,23,0,267.1,7.2,101.27,12.92,9.32
2021,7,23,1,267.3,7.22,101.24,12.87,9.33
2021,7,23,2,266.8,7.17,101.21,12.73,9.34
2021,7,23,3,266.3,7.07,101.19,12.55,9.36
2021,7,23,4,263.8,6.67,101.18,12.66,9.37
2021,7,23,5,258.5,5.6,101.19,14.22,9.66
2021,7,23,6,259.0,4.96,101.2,15.34,9.86
2021,7,23,7,253.8,4.4,101.21,16.25,9.88
2021,7,23,8,239.9,3.83,101.23,17.09,10.01
2021,7,23,9,225.6,3.54,101.23,18.26,10.22
2021,7,23,10,215.7,3.27,101.22,19.38,10.4
2021,7,23,11,209.2,3.06,101.22,20.33,10.63
2021,7,23,12,204.2,2.9,101.21,21.07,10.85
2021,7,23,13,199.8,2.66,101.21,21.59,11.02
2021,7,23,14,194.9,2.3,101.2,21.9,11.09
2021,7,23,15,184.5,1.92,101.19,21.99,11.11
2021,7,23,16,167.1,1.66,101.17,21.89,11.07
2021,7,23,17,149.7,1.67,101.15,21.57,10.99
2021,7,23,18,138.6,1.81,101.14,20.93,11.27
2021,7,23,19,134.0,2.09,101.15,19.72,11.84
2021,7,23,20,135.9,2.3,101.17,17.95,10.74
2021,7,23,21,138.3,2.42,101.19,16.95,10.21
2021,7,23,22,137.7,2.54,101.2,16.26,10.0
2021,7,23,23,140.4,2.79,101.21,15.45,9.89
2021,7,24,0,152.5,3.14,101.22,14.55,9.79
2021,7,24,1,163.1,3.23,101.22,14.0,9.72
2021,7,24,2,164.9,2.95,101.2,13.78,9.66
2021,7,24,3,162.2,2.74,101.18,13.43,9.61
2021,7,24,4,160.5,2.66,101.17,13.15,9.53
2021,7,24,5,161.7,2.55,101.17,14.54,9.81
